Name,Ticker
"TILLY’S, INC.",TLYS
"TITAN PHARMACEUTICALS, INC.",TTNP
"TOUGHBUILT INDUSTRIES, INC.",TBLT
"TRACON PHARMACEUTICALS, INC.",TCON
"TRAVERE THERAPEUTICS, INC.",TVTX
"TRICIDA, INC.",TCDAQ
TRICO BANCSHARES,TCBK
TRIMBLE INC.,TRMB
"TRINET GROUP, INC.",TNET
TRIPLEPOINT VENTURE GROWTH BDC CORP.,TPVG
"TROIKA MEDIA GROUP, INC.",TRKA
"TRUECAR, INC.",TRUE
"TTM TECHNOLOGIES, INC.",TTMI
"TURNING POINT THERAPEUTICS, INC.",TPTX
TUTOR PERINI CORPORATION,TPC
TWC TECH HOLDINGS II CORP.,TWCTU
TWILIO INC.,TWLO
TWIST BIOSCIENCE CORPORATION,TWST
"TWITTER, INC.",PRIVATE
"UBER TECHNOLOGIES, INC.",UBER
"ULTRA CLEAN HOLDINGS, INC.",UCTT
ULTRAGENYX PHARMACEUTICAL INC.,RARE
UNICO AMERICAN CORPORATION,UNAM
UNITED SECURITY BANCSHARES,UBFO
"UNITY BIOTECHNOLOGY, INC.",UBX
UNITY SOFTWARE INC.,U
"UPSTART HOLDINGS, INC.",UPST
UPWORK INC.,UPWK
"VAXART, INC.",VXRT
"VAXCYTE, INC.",PCVX
VECTOR ACQUISITION CORPORATION,VAQC
VEEVA SYSTEMS INC.,VEEV
"VELOCITY FINANCIAL, INC.",VEL
"VELODYNE LIDAR, INC.",VLDR
"VERACYTE, INC.",VCYT
VIANT TECHNOLOGY INC.,DSP
"VIASAT, INC.",VSAT
"VIKING THERAPEUTICS, INC.",VKTX
"VINCERX PHARMA, INC.",VINC
"VIR BIOTECHNOLOGY, INC.",VIR
"VIRACTA THERAPEUTICS, INC.",VIRX
VIRCO MFG. CORPORATION,VIRC
VISA INC.,V
"VISTAGEN THERAPEUTICS, INC.",VTGN
"VMWARE, INC.",VMW
"VOCERA COMMUNICATIONS, INC.",VCRA
"VOLT INFORMATION SCIENCES, INC.",VOLT
WD-40 COMPANY,WDFC
WELLS FARGO & COMPANY,WFC
WESTAMERICA BANCORPORATION,WABC
WESTERN ASSET MORTGAGE CAPITAL CORPORATION,WMC
WESTERN DIGITAL CORPORATION,WDC
"WILLDAN GROUP, INC.",WLDN
"WILLIAMS-SONOMA, INC.",WSM
"WORKDAY, INC.",WDAY
"XENCOR, INC.",XNCR
"XILINX, INC.",XLNX
XOMA CORPORATION,XOMA
XPERI HOLDING CORPORATION,XPER
YELP INC.,YELP
YUCAIPA ACQUISITION CORPORATION,YAC
"ZENDESK, INC.",ZEN
"ZIFF DAVIS, INC.",ZD
ZOGENIX INC.,ZGNX
"ZOOM VIDEO COMMUNICATIONS, INC.",ZM
ZOSANO PHARMA CORPORATION,ZSAN
"ZSCALER, INC.",ZS
"ZUORA, INC.",ZUO
ZYNGA INC.,ZNGA
240 Tech LLC,Private
4M Analytics,PRIVATE
8VC,PRIVATE
Aatonomy,PRIVATE
Abyss Creations,PRIVATE
Academy of Country Music,PRIVATE
Advanex Americas,PRIVATE
Advocado,PRIVATE
AECOM,ACM
AEND Industries,PRIVATE
Aercap U.S. Global Aviation LLC,AER
Aerojet-Rocketdyne Def. Unit,AJRD
"Aeromax Industries, Inc.",PRIVATE
Aerospace & Marine International,PRIVATE
"AeroVironment, Inc.",AVAV
AFC Finishing Systems,PRIVATE
Aging 2.0,PRIVATE
AHV Communities,PRIVATE
Airbrake Technologies,PRIVATE
Albany Farms,PRIVATE
Alfresco Software Inc.,PRIVATE
Align Technology,ALGN
Alpha Paw LLC,PRIVATE
Alpine Electronics,AELEF
Alto Pharmacy (HQ2),PRIVATE
Amazing Magnets,PRIVATE
American Metal Bearing Co.,PRIVATE
American Technology Network (ATN),PRIVATE
Andamiro USA Corp.,PRIVATE
Anomalie,PRIVATE
Anpac Bio-Medical,ANPC
"Aqua Metals, Inc.",AQMS
Arctic Wolf Networks Inc.,PRIVATE
Arcturus Aerospace,PRIVATE
Artificial Intelligence Tech. (AITX),AITX
ASGN Inc.,ASGN
Assertio Therapeutics fka Depomed,ASRT
Astronics Test Systems,ATRO
Astura Medical,Private
AtScale,PRIVATE
Aurora (combined two HQs),AUR
Aviat Networks Inc.,AVNW
"Axiom Memory Solutions, Inc.",PRIVATE
Barrys fka Barry's Bootcamp,PRIVATE
Baswood Inc.,PRIVATE
Bechtel Group,PRIVATE
Bedrock Capital Partners LLC,PRIVATE
Bedrock Sandals,PRIVATE
BH North America,BH
Blue Box Air LLC,PRIVATE
Blue Buffalo (U-Turn),PRIVATE
Bold Patriot Brewing Co.,PRIVATE
Bonelli Doors + Windows,PRIVATE
BroadSpot Imaging Corp.,PRIVATE
Cade Medical,PRIVATE
Callaway / Jack Wolfskin,MODG
Cangshan Cutlery,PRIVATE
Canoo,GOEV
Caring.com,PRIVATE
CBRE Group,CBRE
Charles Schwab,SCHW
Chip 1 Exchange,PRIVATE
Chubbies Shorts Co.,PRIVATE
Cicero Institute,PRIVATE
Circa of America,PRIVATE
CKE (Carl's Jr.),CKR
CloudBees,PRIVATE
CodeBoxx,PRIVATE
Cognito,PRIVATE
Cohesity,PRIVATE
Colony Capital,PRIVATE
Conner Logistics,PRIVATE
CORE Group,CRTG
Core-Mark Holding Co.,CORE
Coyni (GreenBox spinoff),GBOX
CP Technologies,CPSH
Crossfit LLC,PRIVATE
Crowdpurr,PRIVATE
"Cryoport, Inc.",CYRX
DailyWire,PRIVATE
DARVIS,PRIVATE
Dasan Zhone Solutions (DZS),DZSI
DealerSocket,PRIVATE
Dear Media LLC,PRIVATE
Digital Pharmacist,PRIVATE
Digital Realty Trust Inc.,DLR
DIQ SEO,PRIVATE
Directive,PRIVATE
DJO Global,PRIVATE
Dole Food Co.,DOLE
Eagle Creek,PRIVATE
Edelbrock Group,PRIVATE
Educational Media Foundation / Air1,PRIVATE
EnerBlu Inc.,PRIVATE
Energy Service Experts,PRIVATE
Envirotech Vehicles,EVTV
Extreme Networks,EXTR
F45 Training Holdings Inc.,FXLV
FaceFirst Inc.,PRIVATE
"Family Stations, Inc.",PRIVATE
Fantic USA,PRIVATE
FileTrail,PRIVATE
"Finical, Inc.",PRIVATE
First Foundation (bank),FFWM
Flatirons Solutions,PRIVATE
Flexible Funding,PRIVATE
FlexMet fka Calif. Precision Products,PRIVATE
Fox Factory Holding Corp.,FOXF
Ganymede Games,CGAMES
GemCap,0P0000SWH5.F
GetSales,PRIVATE
Gilad&Gilad,PRIVATE
GlobalFoundries Inc.,GFS
GoCheck Kids,PRIVATE
Gold Alliance,PRIVATE
Gordon Ramsey North America,PRIVATE
Green Dot,GDOT
Green Zero Energy,PRIVATE
Grinds LLC,PRIVATE
GrowthPlug,PRIVATE
Guardian Bikes,PRIVATE
GuineaDad,PRIVATE
Gutterglove Inc.,PRIVATE
H.E.R.O.S. Inc.,PRIVATE
Hall technologies,PRIVATE
Hangar Technology,PRIVATE
Happy Joe Coffee,PRIVATE
Haptx fka Axon VR,PRIVATE
Harmonate,PRIVATE
Harmony Outreach Inc.,PRIVATE
Harrow Health,HROW
Healthpeak,PEAK
Helicopter Engine Repair Overhaul,PRIVATE
Hewlett Packard Enterprise (HPE),HPE
HomeLight,PRIVATE
Homestory Doors,PRIVATE
HST Pathways,PRIVATE
Huckleberry Insurance,PRIVATE
"Hyperion Technologies, Inc.",PRIVATE
iFly.vc,PRIVATE
IGM Biosciences HQ of Biz Units,IGMS
Immortals Company,PRIVATE
Incora fka Wesco,WCC
IT Avalon,PRIVATE
JC Ford Co.,PRIVATE
JetSuite Inc.,PRIVATE
Jobvite,PRIVATE
Joe Rogan Experience,PRIVATE
JRS Company,PRIVATE
Juul Labs,PRIVATE
Kaiser Aluminum Corp.,KALU
Keen Horse Training,PRIVATE
Kettle & Fire,PRIVATE
Kimwoven,PRIVATE
Kitsbow,PRIVATE
KLA,KLAC
Krave Jerky,PRIVATE
KVP International Inc.,PRIVATE
Lada Cube,PRIVATE
Landing Platform LLC,PRIVATE
Lehr Automotive,PRIVATE
Lion Real Estate Group,PRIVATE
Localwise,PRIVATE
Lockheed Martin FBM,LMT
Lottery.com (AutoLotto),LTRY
"Luminar Technologies, Inc.",LAZR
Maddox Defense,PRIVATE
Made in Space (aka Redwire),RDW
Markaaz Inc.,PRIVATE
"Marrone Bio Innovations, Inc",MBII
Mary's Gone Crackers,PRIVATE
Master Manufacturing Group,PRIVATE
Maxar Technologies,MAXR
McKesson Corp.,MCK
"MD7, LLC",PRIVATE
MedeAnalytics,PRIVATE
Mercer Global Advisors Inc.,PRIVATE
Merrick Engineering Inc.,PRIVATE
Michael Angelo's Gourmet Foods,PRIVATE
Misfits Gaming Group,PRIVATE
Mithril Capital Management,PRIVATE
"Mitsubishi Motors N.A., Inc.",MMTOF
Montrose Environmental Group,MEG
Moov Technologies,PRIVATE
Mrs. Grossman's,PRIVATE
Musk Foundation,PRIVATE
Mutual UFO Network (MUFON),PRIVATE
Narrow Path Advisors,PRIVATE
"National E&S Insurance Brokers, Inc.",PRIVATE
National Hot Rod Association,PRIVATE
Nature of Wildlife,PRIVATE
Nestle USA,NSRGY
Nexen,002355.KS
NinjaRMM LLV,PRIVATE
Nissei America,6293.T
No Restrictions Entertainment,PRIVATE
"NobelBiz, Inc.",PRIVATE
Noodoe EV,PRIVATE
North Face (VF Corp.),PRIVATE
NortonLifeLock / Symantec,NLOK
"NuZee, Inc.",NUZE
O.W. Lee,PRIVATE
"Ocean Aero, Inc.",PRIVATE
OKIN BPS,PRIVATE
Old Gringo Boots,PRIVATE
Opicity Inc.,PRIVATE
OPSWAT,PRIVATE
Optimal Elite Management LLC,PRIVATE
Optym,PRIVATE
Oracle,ORCL
OrangeGrid,PRIVATE
Orbit Fab,PRIVATE
Orca Capital,PRIVATE
OriginClear Inc.,OCLN
Ovation Fertility Transitions,PRIVATE
Oxeia Biopharmaceuticals,PRIVATE
Pabst Brewing Co.,PRIVATE
Pacific Farms,PRIVATE
Palantir Technologies,PLTR
Panic Plastics,PRIVATE
Panoramic Doors,PRIVATE
Parsons Co.,PSN
PAS MRO,PRIVATE
PayCertify sub. of ProfitPay,PRIVATE
PerceptIn,PRIVATE
Phosphorus Cybersecurity,PRIVATE
Picsart,PRIVATE
Pilot.com,PRIVATE
Pinpoint,PRIVATE
Pipe Technologies,PRIVATE
Plumas Bancorp,PLBC
PolarOnyx,PRIVATE
Precision Medical,PRIVATE
Precision Swiss Products,PRIVATE
Premier Displays & Exhibits Inc.,PRIVATE
Prenexus Health,PRIVATE
Prepaid2Cash,PRIVATE
Price Pump Co.,PRIVATE
Promises Behavioral Health,PRIVATE
Propeller Aero (U-turn from Calif.),PRIVATE
PteroDynamics (R&D HQ),PRIVATE
Puroast Coffee Co. Inc.,PRIVATE
Q Corp,PRIVATE
QQE Summit LLC,PRIVATE
Quality Custom Distribution,PRIVATE
QuestionPro,PRIVATE
"Quetico, LLC",PRIVATE
RaceChip,PRIVATE
Raiders (NFL),PRIVATE
Real Estate Exchange (REX),PRIVATE
Red 6,PRIVATE
Regent Properties HQ2,PRIVATE
Regroup Mass Notification,PRIVATE
Resonant,PRIVATE
ReTech Systems LLC,PRIVATE
Revance Therapeutics Inc.,RVNC
Review Wave,PRIVATE
rfXcel,PRIVATE
RiceBran Technologies,RIBT
Riders Share,PRIVATE
RJR Technologies,PRIVATE
Rooster Teeth,PRIVATE
Saleen Performance Parts,PRIVATE
SaRA Health,SHPAX
"Science 37, Inc.",SNCE
Scollar,PRIVATE
Scorpion,PRIVATE
Shelter Distilling,PRIVATE
ShiftPixy Inc.,PIXY
"ShutterFly, Inc. (HQ2)",PRIVATE
SignEasy,PRIVATE
Silao Tortillera Inc.,PRIVATE
Slice of Sauce,PRIVATE
SlumberYard.com,PRIVATE
Slync.io,PRIVATE
Smart Wires Inc.,GOGRID-SDB.ST
SmartAction,PRIVATE
SmartDraw Software,PRIVATE
Smartrise Engineering,PRIVATE
Smarty-Pits,PRIVATE
SnapDNA,PRIVATE
Snowflake,SNOW
Solvd Health,PRIVATE
Sonim Technologies Inc.,SONM
Sovos Brands,SOVO
Space Channel Inc.,PRIVATE
Space Channel Inc.,PRIVATE
Spectrum Labs,PRIVATE
Spruce Power LLC,SPRU
Stache,PRIVATE
Starbrook Modular,PRIVATE
StemExpress,PRIVATE
Strategic Information Group,PRIVATE
Sunhaven Home,PRIVATE
SureClinical,PRIVATE
Suzuki Marine USA,PRIVATE
Synergy Blue,PRIVATE
Tachyum,PRIVATE
Tailift Material Handling USA,PRIVATE
Tanium,PRIVATE
TaskUs,TASK
TCS Healthcare Technologies,PRIVATE
Tech21,PRIVATE
Tesla,TSLA
The Daily Wire,PRIVATE
The Glock Store - HQ + Manu.,PRIVATE
The Icee Co.,JJSF
The Rubin Report,PRIVATE
theBalm,PRIVATE
Therabody (HQ2),PRIVATE
TOCA Social sub. Of TOCA Football,PRIVATE
Truebill,PRIVATE
TV4 Entertainment,PRIVATE
U.S. Pulmonary Hypertension,PRIVATE
"Universal Electronics, Inc.",UEIC
Unstoppable Domaines,PRIVATE
Upstart Network Inc. (HQ2),UPST
UroDev Medical,PRIVATE
Varo Money Inc.,PRIVATE
Veridia Diagonostics,PRIVATE
Viavi Solutions,VIAV
Vio Security,PRIVATE
Violin Systems,PRIVATE
Walker & Co.,PRIVATE
Weatherby Inc.,PRIVATE
Wedgewood LLC,PRIVATE
Weiss Watch Co.,PRIVATE
Wild Earth,PRIVATE
Wiley X,PRIVATE
William Glen Inc.,PRIVATE
"Win-Win Co,",4949.TWO
Wonolo (HQ2),PRIVATE
Woodward Inc.,WWD
Xcelaero Inc.,PRIVATE
XoJet Aviation,PRIVATE
Yamaha Motor Corp.,YAMHF
Yeezy,PRIVATE
Yogo,PRIVATE
Yoshi,PRIVATE
Zeiss Vision Care,CZMWY
"Zoho, Inc.",PRIVATE
Zoosk,PRIVATE
"Zovio, Inc.",ZVOI
Zox LLC,PRIVATE
ZP Better Together,PRIVATE
ZVRS & Purple Comm.,PRIVATE
